upazila,district,latitude,longitude,network_type,signal_strength,accuracy,created_at
Kathalia,Jhalokathi,22.4,90.125,Wi-Fi,Moderate,2,6/8/2025 3:28
Nalchity,Jhalokathi,22.6222,90.2708,4G,Low,9,6/8/2025 3:28
Rajapur,Jhalokathi,22.5667,90.1417,4G,Moderate,2,6/8/2025 3:38
Bauphal,Patuakhali,22.45,90.53,4G,Moderate,7,6/8/2025 3:45
Dashmina,Patuakhali,22.2833,90.5903,4G,Moderate,2,6/8/2025 3:45
Dumki,Patuakhali,22.43333333,90.36666667,4G,Low,10,6/8/2025 3:45
Galachipa,Patuakhali,22.1639,90.4306,4G,Good,5,6/8/2025 4:05
Kalapara,Patuakhali,21.9861,90.2422,4G,Moderate,7,6/8/2025 4:16
Mirzaganj,Patuakhali,22.36,90.22,4G,Moderate,0,6/8/2025 4:40
Patuakhali Sadar,Patuakhali,22.3542,90.3181,4G,Moderate,3,6/8/2025 4:43
Rangabali,Patuakhali,21.9333,90.4333,4G,Low,7,6/8/2025 4:46
Bhandaria,Pirojpur,22.4889,90.0733,4G,Low,7,6/8/2025 5:11
Hathazari,Chittagong,22.51666667,91.8,4G,Moderate,7,6/8/2025 5:21
Feni Sadar,Feni,23.0167,91.3917,4G,Moderate,2,6/8/2025 5:28
Fulgazi,Feni,23.13333333,91.43333333,4G,Low,5,6/8/2025 5:30
Porshuram,Feni,23.21666667,91.44166667,4G,Good,6,6/8/2025 5:31
Sonagazi,Feni,22.85,91.3917,4G,Moderate,0,6/8/2025 5:39
Dighinala,Khagrachari,23.2583,92.0583,4G,Low,8,6/8/2025 5:41
Guimara,Khagrachari,22.9604,91.8695,4G,Moderate,10,6/8/2025 5:51
Khagrachari Sadar,Khagrachari,23.0417,91.9944,4G,Low,0,6/8/2025 6:03
Laxmichari,Khagrachari,22.81,91.94,4G,Good,10,6/8/2025 6:07
Mahalchari,Khagrachari,22.92,92.025,4G,Low,3,6/8/2025 6:13
Manikchari,Khagrachari,22.8347,91.8361,4G,Good,2,6/8/2025 6:38
Matiranga,Khagrachari,23.0417,91.875,4G,Good,2,6/8/2025 6:43
Panchari,Khagrachari,23.3,91.88,4G,Low,6,6/8/2025 6:44
Ramgarh,Khagrachari,22.9667,91.7,Wi-Fi,Moderate,10,6/8/2025 6:45
Komol Nagar, Laxmipur,22.73,90.88,4G,Good,10,6/8/2025 6:55
 Laxmipur Sadar, Laxmipur,22.95,90.825,4G,Moderate,1,6/8/2025 7:00
Raipur, Laxmipur,23.0333,90.775,4G,Good,10,6/8/2025 7:01
Ramganj, Laxmipur,23.105,90.875,4G,Low,10,6/8/2025 7:03
Ramgati, Laxmipur,22.72,90.89,4G,Good,9,6/8/2025 7:04
Begumganj,Noakhali,22.95,91.1,4G,Good,2,6/8/2025 7:06
Chatkhil,Noakhali,23.05,90.9583,4G,Moderate,3,6/8/2025 7:15
Companiganj,Noakhali,22.875,91.2833,4G,Moderate,0,6/8/2025 7:17
Hatiya,Noakhali,22.3667,91.125,4G,Moderate,5,6/8/2025 7:20
Kabir Hat,Noakhali,22.8333,91.2,4G,Low,2,6/8/2025 7:23
Noakhali Sadar,Noakhali,22.8256,91.1014,4G,Low,2,6/8/2025 7:36
Senbag,Noakhali,23,91.23,4G,Good,2,6/8/2025 7:41
Sonaimuri,Noakhali,23.03833333,91.10833333,Wi-Fi,Low,1,6/8/2025 7:43
Subarna Char,Noakhali,22.6833,91.11,Wi-Fi,Low,8,6/8/2025 7:47
Baghaichari,Rangamati,23.15,92.1917,4G,Good,3,6/8/2025 7:51
Barkal,Rangamati,22.7333,92.3583,4G,Moderate,0,6/8/2025 7:53
Belaichari,Rangamati,22.4667,92.375,4G,Moderate,2,6/8/2025 8:00
Juraichari,Rangamati,22.6667,92.3833,4G,Low,2,6/8/2025 8:04
Kaptai,Rangamati,22.5,92.2167,4G,Moderate,10,6/8/2025 8:14
Kaukhali,Rangamati,22.5333,92.0167,4G,Moderate,9,6/8/2025 8:21
Langadu,Rangamati,22.95,92.15,4G,Low,2,6/8/2025 8:31
Nanniarchar,Rangamati,22.8583,92.1167,4G,Moderate,1,6/8/2025 8:34
Rajosthali,Rangamati,22.3833,92.2417,4G,Moderate,7,6/8/2025 8:39
Rangamati Sadar,Rangamati,22.65,92.1833,4G,Good,10,6/8/2025 8:41
Dhamrai,Dhaka,23.90833333,90.21666667,4G,Low,1,6/8/2025 8:45
Dohar,Dhaka,23.5958,90.1222,4G,Low,9,6/8/2025 8:59
Keraniganj,Dhaka,23.68333333,90.33333333,4G,Low,10,6/8/2025 8:59
Nawabganj,Dhaka,23.6667,90.1667,Wi-Fi,Moderate,4,6/8/2025 9:05
Savar,Dhaka,23.88,90.28,Wi-Fi,Low,6,6/8/2025 9:07
Alfadanga,Faridpur,23.2833,89.7167,4G,Low,4,6/8/2025 9:09
Bhanga,Faridpur,23.3833,89.9833,4G,Low,2,6/8/2025 9:11
Boalmari,Faridpur,23.3917,89.6833,Wi-Fi,Good,7,6/8/2025 9:21
Charbhadrasan,Faridpur,23.55833,90.08333,4G,Moderate,7,6/8/2025 9:34
Faridpur Sadar,Faridpur,23.5958,89.8306,4G,Low,7,6/8/2025 9:40
Madhukhali,Faridpur,23.5417,89.6306,4G,Low,9,6/8/2025 9:43
Nagarkanda,Faridpur,23.4153,89.8917,4G,Moderate,4,6/8/2025 9:46
Sadarpur,Faridpur,23.4764,90.0333,Wi-Fi,Low,9,6/8/2025 9:46
Saltha,Faridpur,23.41,89.83,4G,Moderate,3,6/8/2025 9:49
Gazipur Sadar,Gazipur,24,90.425,4G,Low,8,6/8/2025 9:56
Kaliakoir,Gazipur,24.075,90.2167,4G,Low,2,6/8/2025 9:59
Kaligonj,Gazipur,23.925,90.5667,4G,Low,7,6/8/2025 10:06
Kapasia,Gazipur,24.15,90.61,4G,Moderate,2,6/8/2025 10:14
Sreepur,Gazipur,24.2,90.4667,4G,Moderate,2,6/8/2025 10:21
Gopalganj Sadar,Gopalganj,23.0167,89.8333,4G,Moderate,9,6/8/2025 10:40
Kasiani,Gopalganj,23.2167,89.7,4G,Low,7,6/8/2025 10:46
Kotalipara,Gopalganj,22.9833,89.9917,4G,Moderate,4,6/8/2025 10:48
Muksudpur,Gopalganj,23.3167,89.8667,4G,Moderate,10,6/8/2025 10:51
Tungipara,Gopalganj,22.9,89.8833,4G,Moderate,2,6/8/2025 10:54
Austagram,Kishoreganj,24.2667,91.125,4G,Low,3,6/8/2025 10:56
Bajitpur,Kishoreganj,24.2167,90.9583,4G,Good,1,6/8/2025 11:06
Bhairab,Kishoreganj,24.05,90.98333333,4G,Good,8,6/8/2025 11:17
Hossainpur,Kishoreganj,24.4167,90.65,4G,Moderate,2,6/8/2025 11:23
Itna,Kishoreganj,24.5333,91.0833,4G,Good,7,6/8/2025 11:28
Karimganj,Kishoreganj,24.4583,90.8833,4G,Low,8,6/8/2025 11:30
Katiadi,Kishoreganj,24.25,90.7917,Wi-Fi,Good,7,6/8/2025 11:35
Kishoreganj Sadar,Kishoreganj,24.4333,90.7833,4G,Low,4,6/8/2025 11:39
Kuliarchar,Kishoreganj,24.155,90.9,Wi-Fi,Low,4,6/8/2025 11:40
Mithamoin,Kishoreganj,24.425,91.045,Wi-Fi,Moderate,0,6/8/2025 11:56
Nikli,Kishoreganj,24.3167,90.9333,4G,Low,4,6/8/2025 11:57
Pakundia,Kishoreganj,24.3333,90.6833,4G,Good,7,6/8/2025 11:58
Tarail,Kishoreganj,24.5375,90.875,4G,Low,2,6/8/2025 11:58
Kalkini,Madaripur,23.0667,90.2417,4G,Low,1,6/8/2025 11:59
Madaripur Sadar,Madaripur,23.1667,90.2083,4G,Low,9,6/8/2025 12:01
Rajoir,Madaripur,23.2083,90.0333,Wi-Fi,Moderate,1,6/8/2025 12:05
Shibchar,Madaripur,23.35,90.1667,4G,Good,4,6/8/2025 12:14
Daulatpur,Manikganj,23.9611,89.8417,4G,Moderate,1,6/8/2025 12:17
Ghior,Manikganj,23.8875,89.8375,4G,Moderate,5,6/8/2025 12:50
Harirampur,Manikganj,23.7333,89.9667,4G,Moderate,9,6/8/2025 12:57
Manikganj Sadar,Manikganj,23.85,90.0111,4G,Low,9,6/8/2025 13:02
Saturia,Manikganj,23.5925,90.0231,4G,Moderate,1,6/8/2025 13:04
Shivalaya,Manikganj,23.8333,89.7917,4G,Moderate,3,6/8/2025 13:31
Singair,Munshiganj,23.8167,90.15,4G,Moderate,0,6/8/2025 13:35
Gazaria,Munshiganj,23.5417,90.6083,4G,Good,9,6/8/2025 13:37
Lauhajong,Munshiganj,23.47,90.35,4G,Good,3,6/8/2025 13:38
Munshiganj Sadar,Munshiganj,23.4583,90.5417,4G,Low,7,6/8/2025 13:42
Sirajdikhan,Munshiganj,23.5667,90.3833,Wi-Fi,Low,9,6/8/2025 13:44
Sreenagar,Munshiganj,23.5361,90.2917,4G,Good,10,6/8/2025 13:50
Tongibari,Munshiganj,23.5,90.4583,4G,Low,8,6/8/2025 13:52
Araihazar,Narayanganj,23.7917,90.65,4G,Moderate,10,6/8/2025 13:54
Bandar,Narayanganj,23.6167,90.525,4G,Moderate,5,6/8/2025 14:00
Narayanganj Sadar,Narayanganj,23.6,90.5,4G,Low,6,6/8/2025 14:02
Rupganj,Narayanganj,23.7931,90.5167,4G,Low,1,6/8/2025 14:04
Sonargaon,Narayanganj,23.6583,90.6083,4G,Low,3,6/8/2025 14:11
Belabo,Narshingdi,24.0917,90.85,4G,Good,7,6/8/2025 14:12
Monohardi,Narshingdi,24.1278,90.7,4G,Moderate,10,6/8/2025 14:16
Narshingdi Sadar,Narshingdi,23.9167,90.725,4G,Low,2,6/8/2025 14:16
Palash,Narshingdi,23.95,90.625,4G,Low,1,6/8/2025 14:21
Raipura,Narshingdi,23.9667,90.875,4G,Low,6,6/8/2025 14:22
Shibpur,Narshingdi,24.375,90.7375,4G,Low,4,6/8/2025 14:23
Baliakandi,Rajbari,23.635,89.55,4G,Low,7,6/8/2025 14:33
Goalanda,Rajbari,23.7333,89.7611,4G,Moderate,10,6/8/2025 14:39
Kalukhali,Rajbari,23.68,89.7,4G,Moderate,7,6/8/2025 14:43
Pangsha,Rajbari,23.7917,89.4167,4G,Moderate,0,6/8/2025 14:44
Rajbari Sadar,Rajbari,23.755,89.65,4G,Low,7,6/8/2025 14:52
Bhedarganj,Shariatpur,89.65,90.4417,4G,Moderate,1,6/8/2025 15:05
Damuddya,Shariatpur,23.1333,90.4333,Wi-Fi,Moderate,1,6/8/2025 15:07
Goshairhat,Shariatpur,23.07666667,90.43166667,Wi-Fi,Low,2,6/8/2025 15:14
Janjira,Shariatpur,23.16,90.13,4G,Moderate,5,6/8/2025 15:32
Naria,Shariatpur,23.3,90.4,4G,Moderate,2,6/8/2025 15:34
Shariatpur Sadar,Shariatpur,23.20833333,90.35,Wi-Fi,Good,0,6/8/2025 15:35
Basail,Tangail,24.2167,90.05,4G,Low,2,6/8/2025 15:39
Bhuapur,Tangail,24.4583,89.8667,4G,Moderate,0,6/8/2025 15:41
Delduar,Tangail,24.1417,89.9667,4G,Low,5,6/8/2025 15:42
Dhanbari,Tangail,24.680578,89.939184,4G,Moderate,0,6/8/2025 15:45
Ghatail,Tangail,24.46666667,89.96666667,4G,Good,9,6/8/2025 15:50
Gopalpur,Tangail,24.5583,89.9167,Wi-Fi,Low,2,6/8/2025 15:54
Kalihati,Tangail,24.3833,90.0083,4G,Low,9,6/8/2025 16:02
Madhupur,Tangail,24.61666667,90.01805556,4G,Good,6,6/8/2025 16:02
Mirzapur,Tangail,24.1083,90.0917,4G,Moderate,1,6/8/2025 16:07
Nagarpur,Tangail,24.05,89.86805556,4G,Moderate,3,6/8/2025 16:10
Shakhipur,Tangail,24.31666667,90.16805556,4G,Good,9,6/8/2025 16:12
Tangail Sadar,Tangail,24.24925,89.91318,4G,Good,9,6/8/2025 16:15
Bagerhat Sadar,Bagerhat,22.66666667,89.8,4G,Low,5,6/8/2025 16:16
Chitalmari,Bagerhat,22.78472222,89.86861111,Wi-Fi,Good,9,6/8/2025 16:18
Fakirhat,Bagerhat,22.76888889,89.70138889,4G,Low,1,6/8/2025 16:18
Kachua,Bagerhat,22.65,89.88333333,4G,Moderate,5,6/8/2025 16:22
Mollahat,Bagerhat,22.9417,89.7,4G,Low,2,6/8/2025 16:25
Mongla,Bagerhat,22.4833,89.6083,4G,Low,5,6/8/2025 16:27
Morrelganj,Bagerhat,22.45,89.8583,4G,Moderate,7,6/8/2025 16:32
Rampal,Bagerhat,22.5667,89.6639,4G,Low,3,6/8/2025 16:33
Sharankhola,Bagerhat,22.2917,89.7917,4G,Low,2,6/8/2025 16:40
Alamdanga,Chuadanga,23.7583,88.95,4G,Moderate,2,6/8/2025 16:52
Chuadanga Sadar,Chuadanga,23.6417,88.8583,4G,Low,3,6/8/2025 17:01
Damurhuda,Chuadanga,23.6167,88.7833,Wi-Fi,Good,2,6/8/2025 17:05
Jibannagar,Chuadanga,23.4167,88.8208,Wi-Fi,Low,5,6/8/2025 17:08
Abhoynagar,Jashore,23.01666667,89.43333333,4G,Low,2,6/8/2025 17:21
Bagherpara,Jashore,23.2167,89.35,4G,Moderate,6,6/8/2025 17:29
Chowgacha,Jashore,23.2667,89.025,4G,Good,3,6/8/2025 17:46
Jashore Sadar,Jashore,23.1681,89.2042,4G,Low,5,6/8/2025 17:49
Jhikargacha,Jashore,23.1,89.1333,4G,Moderate,5,6/8/2025 17:54
Keshabpur,Jashore,22.9042,89.5667,4G,Low,6,6/8/2025 17:56
Monirampur,Jashore,23.0167,89.2333,4G,Good,7,6/8/2025 18:01
Sarsha,Jashore,23.0744,88.8667,4G,Moderate,9,6/8/2025 18:07
Harinakunda,Jhenaidah,23.6417,89.05,4G,Moderate,3,6/8/2025 18:31
Jhenaidah Sadar,Jhenaidah,23.5417,89.1833,4G,Good,9,6/8/2025 18:36
Kaliganj,Jhenaidah,23.4139,89.1333,4G,Low,10,6/8/2025 18:42
Kotchandpur,Jhenaidah,23.4,89.0167,4G,Low,1,6/8/2025 18:43
Moheshpur,Jhenaidah,23.35,88.9125,4G,Moderate,1,6/8/2025 18:47
Shailkupa,Jhenaidah,23.6917,89.25,4G,Moderate,8,6/8/2025 18:47
Batiaghata,Khulna,22.7417,89.5167,4G,Good,2,6/8/2025 18:52
Dacope,Khulna,22.5722,89.5111,4G,Moderate,3,6/8/2025 19:04
Dighalia,Khulna,22.9083,89.5333,4G,Low,6,6/8/2025 19:09
Dumuria,Khulna,22.8083,89.425,4G,Good,1,6/8/2025 19:22
Koira,Khulna,22.3417,89.3,4G,Moderate,10,6/8/2025 19:27
Paikgacha,Khulna,22.5889,89.3361,Wi-Fi,Moderate,1,6/8/2025 19:28
Phultala,Khulna,22.975,89.4583,4G,Moderate,4,6/8/2025 19:59
Rupsa,Khulna,22.8333,89.5833,4G,Low,1,6/8/2025 19:59
Terokhada,Khulna,22.9417,89.6694,4G,Low,6,6/8/2025 20:10
Bheramara,Kushtia,24.0167,88.9917,4G,Good,2,6/8/2025 20:12
Daulatpur,Kushtia,24.0014,88.875,4G,Moderate,10,6/8/2025 20:19
Khoksha,Kushtia,23.8,89.2833,4G,Good,1,6/8/2025 20:33
Kumarkhali,Kushtia,23.8564724,89.114823,4G,Moderate,4,6/8/2025 20:40
Kushtia Sadar,Kushtia,23.9,89.1333,4G,Low,9,6/8/2025 20:53
Mirpur,Kushtia,23.9333,89,4G,Good,10,6/8/2025 20:55
Magura Sadar,Magura,23.4875,89.4208,4G,Low,7,6/8/2025 20:57
Mohammadpur,Magura,23.4,89.56,4G,Moderate,0,6/8/2025 21:01
Salikha,Magura,23.34,89.36,Wi-Fi,Low,6,6/8/2025 21:07
Sreepur,Magura,23.6,89.3875,4G,Moderate,2,6/8/2025 21:10
Gangni,Meherpur,23.81666667,88.755,4G,Low,0,6/8/2025 21:25
Meherpur Sadar,Meherpur,23.775,88.6417,Wi-Fi,Low,10,6/8/2025 21:47
Mujibnagar,Meherpur,23.65003,88.59804,4G,Low,4,6/8/2025 21:48
Kalia,Narail,23.0333,89.6167,4G,Good,1,6/8/2025 21:49
Lohagara,Narail,23.1833,89.6625,4G,Good,1,6/8/2025 21:58
Narail Sadar,Narail,23.175,89.505,4G,Moderate,0,6/8/2025 22:03
Assasuni,Satkhira,22.55,89.1681,4G,Good,4,6/8/2025 22:16
Debhata,Satkhira,22.5667,88.9667,4G,Good,10,6/8/2025 22:19
Kalaroa,Satkhira,22.59,89.01,4G,Good,2,6/8/2025 22:27
Kaliganj,Satkhira,22.45,89.0417,4G,Low,0,6/8/2025 22:32
Satkhira Sadar,Satkhira,22.7167,89.075,4G,Good,9,6/8/2025 22:35
Shyamnagar,Satkhira,22.3306,89.1028,4G,Moderate,6,6/8/2025 22:39
Tala,Satkhira,22.75,89.25,4G,Moderate,2,6/8/2025 22:46
Bakshiganj,Jamalpur,25.225,89.875,4G,Moderate,4,6/8/2025 22:47
Dewanganj,Jamalpur,25.1417,89.7833,4G,Low,2,6/8/2025 22:47
Islampur,Jamalpur,25.0833,89.7917,4G,Low,5,6/8/2025 22:57
Jamalpur Sadar,Jamalpur,24.9167,89.9583,Wi-Fi,Good,3,6/8/2025 23:01
Madarganj,Jamalpur,24.8917,89.75,4G,Low,4,6/8/2025 23:02
Melendah,Jamalpur,24.9667,89.8333,4G,Moderate,3,6/8/2025 23:15
Sarishabari,Jamalpur,24.7417,89.8333,Wi-Fi,Moderate,4,6/8/2025 23:38
Bhaluka,Mymensingh,24.375,90.37833333,4G,Moderate,2,6/8/2025 23:53
Dhobaura,Mymensingh,25.0917,90.5333,4G,Good,10,6/9/2025 0:00
Fulbaria,Mymensingh,24.6333,90.2667,4G,Moderate,10,6/9/2025 0:00
Gaffargaon,Mymensingh,24.4167,90.55,4G,Low,7,6/9/2025 0:06
Gouripur,Mymensingh,24.75833333,90.575,4G,Moderate,10,6/9/2025 0:29
Haluaghat,Mymensingh,25.125,90.35,4G,Low,1,6/9/2025 0:44
Ishwarganj,Mymensingh,24.6833,90.625,4G,Moderate,2,6/9/2025 0:51
Muktagacha,Mymensingh,24.7583,90.2667,4G,Moderate,10,6/9/2025 0:56
Mymensingh Sadar,Mymensingh,24.75,90.4167,4G,Moderate,7,6/9/2025 0:57
Nandail,Mymensingh,24.5667,90.6833,4G,Good,6,6/9/2025 1:01
Phulpur,Mymensingh,24.95,90.36166667,4G,Low,4,6/9/2025 1:03
Tarakanda,Mymensingh,24.85,90.43333333,4G,Moderate,4,6/9/2025 1:04
Trishal,Mymensingh,24.575,90.39166667,Wi-Fi,Good,2,6/9/2025 1:08
Atpara,Netrakona,24.8083,90.8667,4G,Moderate,2,6/9/2025 1:09
Barhatta,Netrakona,24.9,90.875,4G,Moderate,10,6/9/2025 1:10
Durgapur,Netrakona,25.125,90.6875,Wi-Fi,Moderate,9,6/9/2025 1:14
Kalmakanda,Netrakona,25.0833,90.8917,4G,Good,9,6/9/2025 1:25
Kendua,Netrakona,24.65,90.8417,4G,Moderate,3,6/9/2025 1:28
Khaliajuri,Netrakona,24.7,91.125,4G,Moderate,7,6/9/2025 1:50
Madan,Netrakona,24.7167,90.9667,4G,Low,6,6/9/2025 2:01
Mohanganj,Netrakona,24.8667,90.9667,4G,Low,6,6/9/2025 2:01
Netrakona Sadar,Netrakona,24.875,90.7333,4G,Good,0,6/9/2025 2:07
Purbadhala,Netrakona,24.9333,90.6028,4G,Good,0,6/9/2025 2:15
Jhenaigati,Sherpur,25.1833,90.0667,Wi-Fi,Low,0,6/9/2025 2:15
Nakla,Sherpur,24.98333333,90.18333333,4G,Low,0,6/9/2025 2:18
Nalitabari,Sherpur,25.08333333,90.18527778,4G,Good,3,6/9/2025 2:25
Sherpur Sadar,Sherpur,25,90.0167,4G,Moderate,4,6/9/2025 2:27
Sreebordi,Sherpur,25.18,89.95,Wi-Fi,Moderate,0,6/9/2025 2:43
Adamdighi,Bogura,24.81666667,89,4G,Moderate,3,6/9/2025 3:19
Bogura Sadar,Bogura,24.8417,89.375,Wi-Fi,Low,1,6/9/2025 3:22
Dhunot,Bogura,24.6833,89.5375,4G,Low,6,6/9/2025 3:34
Dhupchancia,Bogura,24.875,89.17,Wi-Fi,Good,5,6/9/2025 3:36
Gabtali,Bogura,24.875,89.45,4G,Moderate,1,6/9/2025 3:38
Kahaloo,Bogura,24.8167,89.2667,4G,Good,0,6/9/2025 3:41
Nandigram,Bogura,24.6611,89.2333,4G,Moderate,10,6/9/2025 3:43
Sariakandi,Bogura,24.8833,89.5667,4G,Moderate,4,6/9/2025 3:47
Shajahanpur,Bogura,24.7604,89.3606,Wi-Fi,Low,3,6/9/2025 3:52
Sherpur,Bogura,24.66666667,89.41666667,4G,Low,9,6/9/2025 3:55
Shibganj,Bogura,25.0167,89.3167,4G,Low,8,6/9/2025 4:08
Sonatala,Bogura,25.0333,89.4917,4G,Low,7,6/9/2025 4:12
Bholahat,Chapainawabganj,24.89,88.22,Wi-Fi,Good,5,6/9/2025 4:12
Gomostapur,Chapainawabganj,24.86,88.37,4G,Good,1,6/9/2025 4:22
Nachol,Chapainawabganj,24.73,88.42,4G,Moderate,8,6/9/2025 4:32
Nawabganj Sadar,Chapainawabganj,24.6,88.2667,4G,Moderate,10,6/9/2025 4:32
Shibganj,Chapainawabganj,24.6833,88.1667,4G,Moderate,2,6/9/2025 4:35
Akkelpur,Joypurhat,24.975,89.02,4G,Low,2,6/9/2025 4:41
Joypurhat Sadar,Joypurhat,25.1,89.03333333,4G,Moderate,0,6/9/2025 4:55
Kalai,Joypurhat,25.0583,89.1833,4G,Good,3,6/9/2025 5:05
Khetlal,Joypurhat,25.025,89.13333333,4G,Moderate,2,6/9/2025 5:14
Panchbibi,Joypurhat,25.195,89.02,Wi-Fi,Moderate,3,6/9/2025 5:14
Atrai,Naogaon,24.61333333,88.97,Wi-Fi,Moderate,2,6/9/2025 5:21
Badalgachi,Naogaon,24.96666667,88.9,4G,Low,3,6/9/2025 5:32
Dhamoirhat,Naogaon,25.14,88.85,4G,Moderate,2,6/9/2025 5:32
Manda,Naogaon,24.775,88.67,4G,Moderate,9,6/9/2025 5:39
Mohadevpur,Naogaon,24.9183,88.7483,4G,Good,6,6/9/2025 5:44
Naogaon Sadar,Naogaon,24.805,88.95,4G,Moderate,4,6/9/2025 5:54
Niamatpur,Naogaon,24.83,88.55,4G,Good,5,6/9/2025 5:57
Patnitala,Naogaon,25.05,88.7333,4G,Moderate,6,6/9/2025 6:07
Porsha,Naogaon,25.025,88.4833,4G,Low,7,6/9/2025 6:11
Raninagar,Naogaon,24.7333,88.975,4G,Good,3,6/9/2025 6:30
Sapahar,Naogaon,25.125,88.58166667,4G,Low,2,6/9/2025 6:32
Bagatipara,Natore,24.33,88.945,4G,Low,10,6/9/2025 6:33
Baraigram,Natore,24.3083,89.1708,Wi-Fi,Moderate,5,6/9/2025 6:33
Gurudaspur,Natore,24.3667,89.25,Wi-Fi,Low,8,6/9/2025 6:36
Lalpur,Natore,24.1833,88.975,4G,Moderate,9,6/9/2025 6:52
Naldanga,Natore,24.4969,88.9605,Wi-Fi,Moderate,1,6/9/2025 6:57
Natore Sadar,Natore,24.4139,88.93,4G,Low,10,6/9/2025 7:02
Singra,Natore,24.5,89.13333333,Wi-Fi,Low,9,6/9/2025 7:16
Atghoria,Pabna,24.1333,89.25,4G,Low,3,6/9/2025 7:19
Bera,Pabna,24.0667,89.625,4G,Moderate,5,6/9/2025 7:26
Bhangura,Pabna,24.225,89.4,4G,Moderate,4,6/9/2025 7:27
Chatmohar,Pabna,24.23,89.3,4G,Low,1,6/9/2025 7:31
Faridpur,Pabna,24.1583,89.4528,4G,Good,1,6/9/2025 7:34
Ishwardi,Pabna,24.15,89.0667,4G,Low,8,6/9/2025 7:34
Pabna Sadar,Pabna,24.005,89.25,4G,Low,8,6/9/2025 7:44
Santhia,Pabna,24.0583,89.5333,4G,Low,7,6/9/2025 7:49
Sujanagar,Pabna,23.9167,89.4333,4G,Moderate,0,6/9/2025 7:50
Bagha,Rajshahi,24.1917,88.8333,4G,Low,0,6/9/2025 8:04
Bagmara,Rajshahi,24.5639,88.8083,4G,Moderate,6,6/9/2025 8:06
Charghat,Rajshahi,24.2833,88.775,4G,Good,6,6/9/2025 8:08
Durgapur,Rajshahi,24.4556,88.7667,4G,Moderate,2,6/9/2025 8:14
Godagari,Rajshahi,24.4667,88.3306,Wi-Fi,Good,8,6/9/2025 8:18
Mohanpur,Rajshahi,24.5639,88.65,4G,Low,8,6/9/2025 8:22
Paba,Rajshahi,24.4417,88.6278,4G,Moderate,6,6/9/2025 8:31
Puthia,Rajshahi,24.375,88.85,4G,Low,1,6/9/2025 8:41
Tanore,Rajshahi,24.6028,88.5806,4G,Moderate,10,6/9/2025 8:46
Belkuchi,Sirajganj,24.2917,89.7,Wi-Fi,Good,7,6/9/2025 8:48
Chowhali,Sirajganj,24.2111,89.7208,Wi-Fi,Moderate,4,6/9/2025 8:57
Kamarkhanda,Sirajganj,24.38,89.65,4G,Good,10,6/9/2025 9:06
Kazipur,Sirajganj,24.6417,89.65,4G,Low,0,6/9/2025 9:07
Raiganj,Sirajganj,24.5014,89.5347,4G,Moderate,2,6/9/2025 9:22
Shahzadpur,Sirajganj,24.17,89.58833333,4G,Low,2,6/9/2025 9:26
Sirajganj Sadar,Sirajganj,24.45833,89.7,4G,Low,10,6/9/2025 9:29
Tarash,Sirajganj,24.4333,89.375,4G,Moderate,9,6/9/2025 9:33
Ullapara,Sirajganj,24.3194,89.5667,4G,Moderate,3,6/9/2025 9:41
Birampur,Dinajpur,25.3783,88.9833,4G,Low,10,6/9/2025 9:44
Birganj,Dinajpur,26,88.5833,4G,Low,5,6/9/2025 9:51
Birol,Dinajpur,25.6333,88.5333,4G,Low,3,6/9/2025 9:55
Bochaganj,Dinajpur,25.8,88.4611,4G,Good,1,6/9/2025 10:06
Chirirbandar,Dinajpur,25.6625,88.7833,4G,Low,1,6/9/2025 10:08
Dinajpur Sadar,Dinajpur,25.6333,88.65,Wi-Fi,Moderate,10,6/9/2025 10:13
Fulbari,Dinajpur,25.51666667,88.88333333,4G,Moderate,4,6/9/2025 10:18
Ghoraghat,Dinajpur,25.2458,89.2167,4G,Moderate,4,6/9/2025 10:28
Hakimpur,Dinajpur,25.2833,89.0167,4G,Low,10,6/9/2025 10:36
Kaharol,Dinajpur,25.7917,88.6,4G,Good,3,6/9/2025 10:39
Khanshama,Dinajpur,25.9278,88.7333,4G,Moderate,0,6/9/2025 10:42
Nawabganj,Dinajpur,25.4167,89.0833,4G,Moderate,7,6/9/2025 10:51
Parbatipur,Dinajpur,25.6533,88.9155,4G,Good,2,6/9/2025 10:52
Fulchari,Gaibandha,25.1917,89.6167,4G,Moderate,0,6/9/2025 10:59
Gaibandha Sadar,Gaibandha,25.325,89.6278,4G,Moderate,0,6/9/2025 11:06
Gobindaganj,Gaibandha,25.1333,89.3917,4G,Low,8,6/9/2025 11:09
Palashbari,Gaibandha,25.2833,89.35,4G,Low,5,6/9/2025 11:14
Sadullapur,Gaibandha,25.3833,89.4667,4G,Low,6,6/9/2025 11:22
Saghata,Gaibandha,25.1056,89.5861,4G,Moderate,3,6/9/2025 11:23
Sundarganj,Gaibandha,25.56436222,89.51909,4G,Low,8,6/9/2025 11:26
Bhurungamari,Kurigram,26.125,89.6833,4G,Low,10,6/9/2025 11:27
Chilmari,Kurigram,25.5667,89.6917,4G,Low,2,6/9/2025 11:32
Fulbari,Kurigram,25.95,89.56666667,4G,Low,5,6/9/2025 11:36
Kurigram Sadar,Kurigram,25.8167,89.65,4G,Moderate,9,6/9/2025 11:39
Nageswari,Kurigram,25.96,89.74,4G,Good,5,6/9/2025 11:44
